id,ACTION
1,0.9369895842651631
2,0.9395635658764602
3,0.947921474137274
4,0.9438397912941234
5,0.946293911094005
6,0.9436974262814605
7,0.9360787062379383
8,0.9541952600388303
9,0.9297192728945806
10,0.9402723143150014
11,0.9457597573946821
12,0.9384728108674969
13,0.9446961663145251
14,0.9251007751870417
15,0.939372793927915
16,0.940040386588035
17,0.9251557751055908
18,0.9345812812298887
19,0.9500838283943674
20,0.9513703818452022
21,0.9528659234629384
22,0.9375074185453568
23,0.9462645690156432
24,0.9403385813789934
25,0.9515138402865799
26,0.9382458162952303
27,0.9429547588824633
28,0.9419433455828059
29,0.9429477428789547
30,0.9321937624836394
31,0.944172920924597
32,0.9420791711261126
33,0.9440220272976081
34,0.9457251924901838
35,0.9425684804317558
36,0.9461429461129095
37,0.9381722368753436
38,0.9518070231949832
39,0.9431812721029993
40,0.9352572460992971
41,0.9294034742297618
42,0.9457418348418982
43,0.9432835260639167
44,0.9448942228922765
45,0.9486662882973258
46,0.9422429069098619
47,0.9504876844512575
48,0.9454904775267324
49,0.9561631574554086
50,0.944456284577085
51,0.9383480489930294
52,0.9449929700318431
53,0.9376410576704358
54,0.9475003458137762
55,0.9491630555367229
56,0.9465331119563515
57,0.9391390493056884
58,0.9483270261764652
59,0.9457876881250493
60,0.9494617379871892
61,0.9453447971489677
62,0.9526975646222362
63,0.9451340492351121
64,0.9496372007784778
65,0.9524648883321506
66,0.9447487394118579
67,0.9418339480391832
68,0.950744831843862
69,0.9425481669501292
70,0.9256894482967036
71,0.9440784219055165
72,0.9439842406066957
73,0.9480212441627415
74,0.9481973994019751
75,0.9446449973782812
76,0.944503716980156
77,0.9491332732676686
78,0.9365563115549149
79,0.9331574801684979
80,0.94826272883230045
81,0.950999978156797
82,0.9489887354530697
83,0.9457198916133238
84,0.9457204794402932
85,0.9455164302326139
86,0.942819951978207
87,0.9436218006581635
88,0.9479597677046869
89,0.9467374103958649
90,0.9382247025968992
91,0.9419994655028442
92,0.9278268514832859
93,0.9496512436412573
94,0.9431420518408129
95,0.945643182889614
96,0.9497299323366601
97,0.9289862663933587
98,0.9451242964162883
99,0.9450508123729723
100,0.9498956134636565
101,0.942885941289528
102,0.9322949408655722
103,0.9472197704330505
104,0.9394163170549895
105,0.9340282439459905
106,0.9441519170432185
107,0.9468622169208686
108,0.9440710228930853
109,0.94697134522703
110,0.9466225379822167
111,0.934840818582487
112,0.9430911836049354
113,0.94313310365835
114,0.9509863392954102
115,0.9442510814986955
116,0.9373463981631053
117,0.9361838418886281
118,0.9482680558577765
119,0.9532260450860982
120,0.9449662605656519
121,0.9403598472485408
122,0.9489478134491831
123,0.9389988342003629
124,0.9510445662083247
125,0.946140637317817
126,0.9345728412848554
127,0.9320223113708659
128,0.9364160966956636
129,0.9418700578145248
130,0.9450990280878632
131,0.9449837279941495
132,0.9486965714622939
133,0.9453034300815281
134,0.9348195172465683
135,0.9512358924228552
136,0.9420303005627353
137,0.9462349734557057
138,0.9366252394015391
139,0.94120254747132015
140,0.9483946360123223
141,0.9501504243387768
142,0.9490598798265845
143,0.9474258931632411
144,0.9457530762035466
145,0.9487888225713815
146,0.9306023345467737
147,0.9252805382765892
148,0.9329429073297661
149,0.9491955143298826
150,0.941548461254013
151,0.9504908140524827
152,0.935907937928298
153,0.9472150606627746
154,0.9395557715342335
155,0.9444583887178567
156,0.9411794178582459
157,0.9473664173783614
158,0.9448630808723362
159,0.943904981032134
160,0.9390852636621413
161,0.9343536620523106
162,0.9468752885204089
163,0.9502823064867695
164,0.9438528425912337
165,0.9475885269173852
166,0.9505720544179045
167,0.9373438580663899
168,0.946604643744931
169,0.9412367361915968
170,0.9446979103284187
171,0.9453789492508218
172,0.9442501578311736
173,0.9399844138053355
174,0.9442423736595974
175,0.9476201622676848
176,0.9432386284280482
177,0.9369715533990296
178,0.9432754624710753
179,0.9524435644177349
180,0.9319459618783008
181,0.9249931854685342
182,0.942926834217982
183,0.9324920955779719
184,0.9416208053650112
185,0.9469895840560199
186,0.9342873915389633
187,0.9476255485313099
188,0.9439015639970693
189,0.9299426635191356
190,0.9473170724224131
191,0.9521794072634127
192,0.945776464444568
193,0.9490678056576416
194,0.9501273455763124
195,0.9426333843586842
196,0.9469826882742828
197,0.947961738201467
198,0.9375282822501703
199,0.9495554680912751
200,0.9339554660871031
201,0.9472615009463544
202,0.9469344405466831
203,0.9371184695513217
204,0.9418224863397787
205,0.9516837916700724
206,0.9466061602849719
207,0.9456402819654626
208,0.9457461142776233
209,0.9299416420411064
210,0.9398698740599667
211,0.9354543848565238
212,0.943513996311043
213,0.9462786874842509
214,0.943865462352616
215,0.9458526829149884
216,0.9397238730706047
217,0.935393794092454
218,0.9491892144217278
219,0.9460896209947269
220,0.9348530589348262
221,0.9219535294432473
222,0.9483115753157155
223,0.9486799792741223
224,0.9440365751741828
225,0.9373468493184505
226,0.9351347953233438
227,0.9405232531542173
228,0.9424058618284679
229,0.9471588451405556
230,0.9421541480775606
231,0.9449406756875182
232,0.9417970475426477
233,0.9425110701800082
234,0.9234990494871655
235,0.937793812788062
236,0.9391545777941879
237,0.9375956814711777
238,0.9380546568532884
239,0.9415605470741076
240,0.9460232295907657
241,0.9390363774611703
242,0.930773328190218
243,0.929419725698271
244,0.94172468167833
245,0.9382447924302405
246,0.9500646119580949
247,0.9441144486865823
248,0.9415078108985969
249,0.943493932095335
250,0.9460411442288705
251,0.9481645869956957
252,0.9349195898027993
253,0.9500119355522866
254,0.9468431135831178
255,0.9503253201641901
256,0.9407892169678664
